order_id,customer_id,restaurant_id,order_date
1069,371,25,2024-02-15
1070,315,42,2024-06-17
1071,147,46,2024-09-03
1072,30,50,2025-04-19
1073,90,41,2024-05-21
1074,225,1,2023-07-26
1075,436,43,2025-04-03
1076,266,19,2023-07-19
1077,18,39,2024-06-06
1078,265,45,2023-08-26
1079,315,11,2024-11-21
1080,19,24,2023-09-02
1081,336,1,2023-06-11
1082,45,18,2025-03-09
1083,205,23,2024-11-16
1084,203,26,2024-08-23
1085,103,34,2023-01-16
1086,378,46,2023-03-12
1087,471,6,2024-07-16
1088,146,47,2025-04-29
1089,287,38,2023-12-23
1090,178,18,2023-08-20
1091,311,13,2024-04-10
1092,477,26,2024-08-11
1093,3,17,2023-06-29
1094,209,33,2023-04-20
1095,287,5,2024-05-30
1096,151,22,2023-04-30
1097,412,33,2023-09-21
1098,449,35,2025-04-12
1099,407,37,2023-09-14
1100,356,29,2024-01-22
1101,289,31,2025-02-27
1102,125,49,2023-12-14
1103,493,50,2024-04-14
1104,349,30,2024-08-23
1105,442,2,2024-05-08
1106,60,17,2023-03-11
1107,196,41,2025-03-18
1108,113,44,2024-12-19
1109,118,21,2024-02-27
1110,490,23,2024-06-12
1111,275,1,2024-12-18
1112,427,17,2023-09-12
1113,148,6,2024-02-13
1114,345,48,2025-04-20
1115,176,5,2024-07-21
1116,477,12,2024-05-02
1117,161,23,2023-08-12
1118,458,37,2023-10-03
1119,94,48,2024-11-30
1120,477,13,2024-05-25
1121,378,13,2023-08-29
1122,377,16,2025-06-12
1123,136,14,2023-08-23
1124,104,16,2025-05-06
1125,317,23,2023-06-09
1126,399,7,2023-05-03
1127,472,6,2024-11-23
1128,490,43,2024-05-19
1129,315,1,2025-02-21
1130,439,35,2023-02-13
1131,435,31,2024-01-16
1132,318,21,2024-05-19
1133,460,37,2025-06-08
1134,141,32,2023-07-07
1135,392,33,2023-10-14
1136,204,15,2025-02-07
1137,296,9,2023-02-25
1138,270,28,2024-05-04
1139,482,35,2023-02-03
1140,258,23,2024-02-08
1141,441,44,2025-03-05
1142,90,30,2023-05-04
1143,358,34,2024-04-16
1144,162,45,2023-01-09
1145,7,44,2023-08-04
1146,195,38,2023-04-14
1147,167,24,2024-09-19
1148,442,17,2023-07-11
1149,281,17,2023-08-31
1150,138,31,2024-09-19
1151,176,24,2023-07-08
1152,256,28,2023-08-04
1153,215,45,2025-02-09
1154,191,24,2025-05-24
1155,206,18,2024-04-06
1156,93,37,2023-05-15
1157,295,44,2023-08-23
1158,417,7,2025-01-08
1159,139,16,2024-07-22
1160,222,25,2023-07-20
1161,75,48,2023-06-03
1162,243,1,2023-06-30
1163,216,32,2023-05-18
1164,458,41,2024-06-13
1165,274,47,2023-11-20
1166,403,32,2023-11-04
1167,129,36,2025-05-29
1168,291,4,2024-02-12
1169,51,45,2023-06-17
1170,31,14,2025-04-13
1171,131,31,2025-05-09
1172,323,7,2024-04-05
1173,382,22,2023-09-24
1174,185,24,2024-07-27
1175,286,17,2023-12-19
1176,11,27,2023-05-05
1177,180,44,2024-09-12
1178,102,37,2024-08-12
1179,333,42,2024-07-05
1180,90,50,2023-10-19
1181,182,21,2024-11-20
1182,262,32,2025-03-04
1183,378,29,2025-06-29
1184,41,25,2024-09-20
1185,147,30,2024-10-08
1186,490,10,2025-06-08
1187,86,41,2025-04-07
1188,476,22,2024-03-07
1189,324,40,2024-08-08
1190,208,5,2023-03-23
1191,83,22,2023-08-22
1192,161,21,2024-10-30
1193,150,46,2023-10-01
1194,310,42,2024-02-09
1195,139,29,2025-03-10
1196,442,24,2025-02-04
1197,301,34,2024-04-06
1198,212,11,2023-07-08
1199,438,2,2023-05-09
1200,373,16,2024-11-08
1201,129,48,2024-12-18
1202,384,6,2023-08-04
1203,86,26,2023-04-16
1204,49,5,2025-06-18
1205,243,36,2023-02-25
1206,14,50,2024-02-11
1207,269,49,2023-03-27
1208,54,17,2024-09-24
1209,80,6,2024-11-01
1210,477,25,2023-11-13
1211,118,16,2025-01-25
1212,146,29,2024-10-03
1213,65,9,2024-06-23
1214,430,11,2023-01-30
1215,18,43,2024-01-01
1216,441,21,2025-06-03
1217,244,30,2025-06-10
1218,277,18,2024-07-15
1219,228,9,2024-12-15
1220,277,12,2024-08-28
1221,306,30,2024-10-08
1222,384,41,2025-06-17
1223,289,28,2024-06-20
1224,328,41,2024-06-30
1225,159,23,2024-05-08
1226,277,15,2025-04-04
1227,46,29,2023-11-12
1228,188,27,2023-09-24
1229,80,20,2023-01-11
1230,1,34,2025-04-14
1231,389,9,2023-12-19
1232,147,31,2024-07-01
1233,5,45,2024-05-18
1234,485,49,2024-05-03
1235,154,1,2025-02-23
1236,221,19,2024-09-03
1237,119,1,2024-07-15
1238,192,13,2024-02-26
1239,452,36,2024-03-23
1240,203,16,2023-06-17
1241,367,48,2024-10-23
1242,200,25,2023-08-14
1243,135,6,2024-03-08
1244,321,16,2024-06-13
1245,392,40,2025-04-06
1246,356,44,2023-10-06
1247,146,42,2025-01-30
1248,273,18,2024-02-27
1249,97,5,2023-07-06
1250,70,19,2023-04-24
1251,327,30,2024-09-24
1252,232,18,2024-12-18
1253,319,32,2023-07-12
1254,165,2,2023-06-05
1255,26,35,2023-01-23
1256,96,7,2023-10-16
1257,138,9,2025-01-02
1258,225,47,2023-01-09
1259,120,6,2023-06-04
1260,8,32,2023-08-11
1261,176,27,2023-11-16
1262,403,32,2024-01-16
1263,238,45,2025-03-21
1264,17,22,2023-03-24
1265,432,49,2023-05-30
1266,29,18,2025-03-05
1267,201,5,2024-07-10
1268,241,12,2023-07-16
1269,459,17,2025-04-16
1270,196,1,2023-05-05
1271,499,50,2025-01-01
1272,128,25,2025-02-28
1273,500,29,2023-09-11
1274,378,3,2023-07-23
1275,236,48,2025-02-28
1276,49,34,2024-11-12
1277,107,31,2024-02-03
1278,349,20,2023-11-27
1279,82,41,2025-01-15
1280,22,48,2024-07-16
1281,267,8,2023-09-17
1282,247,41,2023-11-02
1283,102,24,2025-06-27
1284,27,43,2023-08-12
1285,499,8,2023-08-30
1286,325,28,2023-11-29
1287,8,11,2025-03-24
1288,142,38,2023-05-03
1289,203,16,2023-01-10
1290,497,3,2024-08-18
1291,402,45,2024-05-01
1292,353,39,2023-06-08
1293,191,50,2023-04-02
1294,128,11,2024-05-26
1295,47,44,2024-09-25
1296,174,49,2024-10-02
1297,31,4,2023-12-31
1298,331,10,2024-12-19
1299,275,7,2023-05-09
1300,250,15,2023-11-21
1301,286,42,2025-02-13
1302,178,29,2025-01-20
1303,99,2,2024-12-06
1304,194,23,2025-01-11
1305,69,17,2023-02-10
1306,249,46,2024-03-24
1307,287,19,2024-07-09
1308,357,32,2023-07-14
1309,291,12,2024-07-10
1310,179,21,2025-01-19
1311,240,18,2025-06-07
1312,426,39,2025-05-31
1313,284,11,2023-03-12
1314,272,10,2024-04-05
1315,152,17,2024-07-08
1316,188,30,2023-01-01
1317,398,41,2024-06-02
1318,195,47,2023-07-09
1319,453,2,2024-09-26
1320,439,24,2025-03-05
1321,318,16,2023-11-25
1322,370,5,2024-11-05
1323,496,35,2025-04-18
1324,199,13,2024-06-20
1325,350,32,2025-02-23
1326,283,10,2024-09-19
1327,145,21,2024-02-24
1328,329,21,2023-04-24
1329,50,34,2024-11-05
1330,35,3,2025-05-05
1331,481,9,2023-07-02
1332,448,3,2023-07-26
1333,55,32,2023-07-16
1334,51,3,2024-08-07
1335,329,25,2024-11-04
1336,251,34,2024-09-30
1337,360,38,2023-09-20
1338,26,24,2023-08-15
1339,311,46,2023-03-14
1340,7,14,2024-11-02
1341,252,6,2024-04-24
1342,411,41,2023-03-04
1343,185,36,2025-01-31
1344,481,27,2025-04-21
1345,189,46,2023-03-01
1346,422,40,2023-09-30
1347,271,3,2025-01-21
1348,37,20,2023-03-21
1349,484,14,2024-06-15
1350,50,7,2025-01-12
1351,119,35,2024-01-30
1352,98,13,2024-06-22
1353,337,16,2024-08-06
1354,321,12,2024-07-25
1355,384,36,2024-03-01
1356,383,7,2025-02-23
1357,327,37,2024-01-02
1358,346,30,2024-12-20
1359,341,28,2025-06-23
1360,54,11,2025-03-22
1361,93,36,2024-02-16
1362,259,22,2024-11-04
1363,81,35,2024-09-06
1364,227,23,2023-11-19
1365,282,21,2025-05-15
1366,191,27,2025-02-21
1367,325,28,2025-04-25
1368,372,21,2024-09-15
1369,124,37,2024-07-12
1370,110,25,2025-02-23
1371,282,48,2023-09-18
1372,185,29,2024-04-03
1373,492,26,2023-01-01
1374,372,3,2023-10-19
1375,306,2,2024-06-14
1376,70,20,2023-01-07
1377,154,15,2023-08-08
1378,439,21,2023-01-23
1379,396,45,2025-04-22
1380,142,36,2024-06-07
1381,285,37,2024-08-08
1382,80,7,2023-02-08
1383,236,23,2023-06-09
1384,71,17,2024-01-11
1385,456,38,2023-09-13
1386,120,17,2025-04-10
1387,154,6,2024-08-07
1388,205,37,2023-08-11
1389,376,5,2025-01-10
1390,167,31,2023-06-27
1391,250,45,2024-12-20
1392,296,7,2024-09-01
1393,329,20,2023-02-08
1394,375,37,2024-01-26
1395,41,50,2023-02-27
1396,472,50,2023-12-09
1397,179,28,2024-03-02
1398,477,8,2025-06-09
1399,395,15,2025-02-04
1400,335,39,2023-01-12
1401,325,50,2024-10-09
1402,196,4,2023-11-09
1403,269,3,2023-11-23
1404,277,37,2023-06-03
1405,168,33,2024-12-15
1406,114,10,2023-02-21
1407,345,47,2024-02-07
1408,498,29,2025-02-09
1409,305,37,2024-05-31
1410,47,15,2024-03-18
1411,149,26,2023-06-01
1412,68,22,2023-03-26
1413,244,37,2025-02-02
1414,26,36,2024-02-13
1415,135,6,2024-02-13
1416,257,28,2025-03-03
1417,358,9,2025-02-19
1418,70,31,2024-07-26
1419,102,32,2024-02-09
1420,334,37,2023-07-20
1421,288,40,2025-01-23
1422,269,16,2023-09-06
1423,37,18,2025-03-06
1424,221,21,2024-12-02
1425,474,37,2023-04-02
1426,58,43,2024-02-28
1427,217,24,2023-12-23
1428,98,21,2023-12-19
1429,305,42,2023-01-25
1430,395,20,2023-06-23
1431,180,40,2025-04-21
1432,412,29,2024-09-30
1433,75,29,2023-02-15
1434,474,15,2023-07-24
1435,351,24,2023-06-09
1436,388,47,2025-05-23
1437,44,8,2025-01-27
1438,28,16,2024-09-27
1439,475,10,2025-06-08
1440,427,19,2023-01-15
1441,176,45,2025-04-03
1442,57,20,2024-04-05
1443,242,2,2023-12-06
1444,108,48,2024-07-04
1445,109,14,2024-07-13
1446,268,49,2023-09-22
1447,281,31,2024-09-29
1448,374,10,2024-12-12
1449,358,43,2023-01-19
1450,193,38,2024-11-10
1451,270,3,2023-09-19
1452,88,4,2023-10-18
1453,103,45,2024-09-24
1454,139,4,2024-04-21
1455,336,1,2023-03-10
1456,199,43,2023-10-05
1457,340,43,2024-01-04
1458,443,7,2023-01-20
1459,150,42,2024-01-31
1460,119,25,2024-06-04
1461,364,7,2023-11-20
1462,249,39,2024-06-28
1463,46,12,2023-07-23
1464,257,30,2024-07-28
1465,475,46,2023-01-23
1466,21,16,2024-06-26
1467,157,22,2024-05-16
1468,202,48,2023-06-10
1469,10,23,2024-12-01
1470,181,23,2024-10-02
1471,155,16,2024-05-28
1472,142,4,2024-10-02
1473,132,25,2025-04-14
1474,16,36,2023-10-14
1475,116,10,2023-12-16
1476,460,26,2024-11-03
1477,71,6,2025-01-17
1478,196,34,2024-11-25
1479,314,41,2024-12-03
1480,117,27,2023-09-04
1481,294,10,2024-03-12
1482,497,20,2024-09-11
1483,169,29,2024-07-09
1484,68,14,2024-10-30
1485,71,38,2024-07-08
1486,351,13,2025-06-02
1487,71,20,2024-12-06
1488,362,34,2023-05-19
1489,221,50,2023-05-29
1490,336,37,2023-06-11
1491,163,5,2024-07-24
1492,273,47,2023-05-02
1493,95,21,2025-05-09
1494,451,10,2025-01-14
1495,16,49,2023-11-23
1496,451,27,2024-02-26
1497,156,29,2025-02-02
1498,479,41,2025-01-26
1499,141,10,2025-03-08
1500,97,7,2023-05-15
