order_detail_id,order_id,item_id,quantity
1604,883,44,2
1605,768,48,2
1606,406,125,2
1607,1030,243,1
1608,923,146,2
1609,381,52,1
1610,375,208,2
1611,532,231,4
1612,903,161,5
1613,224,223,2
1614,164,76,1
1615,774,32,3
1616,132,88,1
1617,1200,61,4
1618,994,173,1
1619,20,16,3
1620,15,171,5
1621,86,25,2
1622,1070,203,1
1623,770,155,5
1624,545,239,4
1625,970,194,3
1626,1238,110,3
1627,760,175,3
1628,646,210,2
1629,740,171,4
1630,776,157,1
1631,730,224,3
1632,206,1,4
1633,1431,103,2
1634,53,155,1
1635,1087,72,2
1636,755,116,5
1637,1406,169,4
1638,1055,106,2
1639,7,164,3
1640,35,163,3
1641,94,249,3
1642,1389,114,2
1643,1243,125,4
1644,1255,204,1
1645,714,110,4
1646,1349,220,1
1647,789,76,5
1648,400,183,2
1649,1066,225,5
1650,1468,130,1
1651,262,128,1
1652,618,214,5
1653,957,44,4
1654,237,124,5
1655,494,63,2
1656,350,193,1
1657,217,112,1
1658,329,238,3
1659,786,197,3
1660,452,185,3
1661,1364,122,1
1662,1363,35,5
1663,1298,186,4
1664,186,204,3
1665,459,239,5
1666,1231,17,3
1667,773,234,4
1668,1340,165,5
1669,895,207,2
1670,458,67,1
1671,596,23,1
1672,183,88,5
1673,386,191,1
1674,1174,95,2
1675,642,245,4
1676,1182,189,1
1677,637,16,5
1678,1097,49,4
1679,868,82,3
1680,1392,240,2
1681,1065,170,5
1682,1210,57,1
1683,810,3,5
1684,944,81,2
1685,608,215,2
1686,1024,175,4
1687,302,154,3
1688,299,192,1
1689,1227,82,3
1690,1029,177,1
1691,561,218,5
1692,980,162,2
1693,1014,75,4
1694,121,208,3
1695,313,212,2
1696,461,180,1
1697,367,220,4
1698,1490,101,3
1699,1351,234,2
1700,45,141,4
1701,692,109,4
1702,714,194,4
1703,801,19,5
1704,1489,73,3
1705,1427,237,2
1706,1436,220,5
1707,807,25,2
1708,663,193,5
1709,111,218,3
1710,938,168,2
1711,1183,36,4
1712,1426,124,3
1713,297,54,2
1714,401,189,1
1715,742,186,5
1716,209,174,2
1717,772,244,4
1718,1392,216,2
1719,116,25,3
1720,971,46,1
1721,241,132,3
1722,1216,112,2
1723,1285,185,4
1724,502,9,1
1725,494,102,4
1726,620,177,5
1727,354,168,4
1728,1417,204,1
1729,950,222,4
1730,564,162,4
1731,753,3,1
1732,239,22,1
1733,1002,165,5
1734,461,6,5
1735,1174,147,4
1736,561,178,1
1737,1215,47,4
1738,992,166,4
1739,612,147,2
1740,204,84,1
1741,1462,233,5
1742,379,104,1
1743,807,143,5
1744,1086,126,1
1745,1063,215,5
1746,1104,183,1
1747,425,248,1
1748,371,221,5
1749,1424,47,1
1750,1137,115,3
1751,252,11,2
1752,1178,53,2
1753,180,144,3
1754,72,22,1
1755,1037,77,3
1756,1115,44,4
1757,1348,1,2
1758,616,12,5
1759,601,169,5
1760,912,36,5
1761,1005,178,3
1762,1071,234,3
1763,1242,138,5
1764,430,177,1
1765,1358,210,1
1766,486,10,2
1767,291,77,2
1768,275,155,5
1769,443,152,3
1770,569,33,5
1771,865,20,5
1772,523,67,4
1773,1331,232,2
1774,820,117,1
1775,521,174,4
1776,1423,37,5
1777,418,19,3
1778,1297,179,2
1779,1464,96,5
1780,1347,166,5
1781,1239,42,4
1782,315,81,4
1783,777,7,5
1784,507,20,3
1785,256,137,1
1786,1401,141,4
1787,136,85,1
1788,744,233,3
1789,560,38,2
1790,561,3,1
1791,773,249,2
1792,776,244,1
1793,253,45,5
1794,1492,225,3
1795,1206,211,4
1796,196,136,3
1797,1435,147,3
1798,1130,70,5
1799,203,230,1
1800,350,82,4
1801,371,89,5
1802,1130,153,4
1803,977,152,2
1804,531,3,5
1805,1461,40,2
1806,293,97,5
1807,548,14,3
1808,1449,200,2
1809,1389,156,4
1810,1448,118,2
1811,899,91,4
1812,1029,74,3
1813,877,134,2
1814,626,163,1
1815,626,105,3
1816,185,163,1
1817,158,187,2
1818,192,43,5
1819,118,22,3
1820,1135,238,4
1821,22,247,4
1822,1387,131,2
1823,983,128,5
1824,1404,174,5
1825,1430,32,4
1826,29,158,2
1827,15,183,4
1828,1439,137,3
1829,501,190,5
1830,1401,156,1
1831,1244,115,2
1832,1382,239,5
1833,461,45,1
1834,752,215,2
1835,1053,91,1
1836,866,127,4
1837,350,96,1
1838,693,234,2
1839,1105,218,1
1840,595,77,4
1841,602,68,2
1842,5,189,5
1843,807,56,3
1844,1317,132,1
1845,949,229,5
1846,1000,15,3
1847,13,158,4
1848,673,77,3
1849,220,2,3
1850,1480,48,4
1851,727,3,1
1852,883,126,2
1853,174,136,5
1854,315,106,1
1855,999,2,2
1856,1345,65,2
1857,964,102,3
1858,613,94,4
1859,374,138,3
1860,223,113,4
1861,332,36,3
1862,889,2,3
1863,1453,51,1
1864,389,73,1
1865,274,102,4
1866,679,231,1
1867,329,171,2
1868,982,246,3
1869,244,108,4
1870,1127,127,2
1871,666,193,4
1872,1028,186,4
1873,270,29,1
1874,44,33,2
1875,705,129,1
1876,1402,61,1
1877,1390,213,3
1878,880,250,5
1879,17,112,4
1880,593,73,4
1881,170,195,4
1882,508,159,2
1883,1494,131,2
1884,511,72,1
1885,540,180,2
1886,1365,211,4
1887,407,122,1
1888,1436,187,5
1889,1252,47,2
1890,1211,162,2
1891,470,31,2
1892,822,10,3
1893,394,238,2
1894,874,5,5
1895,409,24,1
1896,779,105,5
1897,628,180,2
1898,455,87,4
1899,982,16,5
1900,875,165,1
1901,624,29,3
1902,745,72,3
1903,1458,108,2
1904,656,230,1
1905,373,11,1
1906,107,170,3
1907,435,74,4
1908,574,233,5
1909,207,111,2
1910,517,243,4
1911,745,86,3
1912,229,25,1
1913,1399,142,2
1914,679,93,3
1915,1207,136,5
1916,762,61,3
1917,431,150,4
1918,179,228,1
1919,268,162,5
1920,247,11,5
1921,1341,210,2
1922,396,181,4
1923,203,20,5
1924,1268,88,3
1925,1486,122,2
1926,1093,185,2
1927,90,33,2
1928,857,141,3
1929,1148,250,3
1930,750,115,1
1931,894,18,4
1932,859,135,5
1933,45,43,5
1934,562,179,2
1935,594,12,5
1936,125,204,2
1937,815,127,5
1938,1052,249,1
1939,339,113,5
1940,787,144,4
1941,821,156,3
1942,424,48,1
1943,328,147,2
1944,1213,179,1
1945,1051,117,5
1946,1450,185,5
1947,531,78,2
1948,607,182,3
1949,1131,31,2
1950,459,12,5
1951,488,75,1
1952,1310,38,3
1953,273,70,1
1954,1316,64,2
1955,1095,30,1
1956,1329,89,5
1957,756,84,1
1958,1445,227,5
1959,541,185,2
1960,837,230,5
1961,604,84,1
1962,1282,209,1
1963,729,57,3
1964,362,66,1
1965,1101,169,5
1966,218,185,4
1967,1340,66,5
1968,1129,53,4
1969,452,84,3
1970,418,149,4
1971,319,115,2
1972,1495,186,4
1973,755,38,4
1974,192,127,2
1975,941,48,2
1976,387,146,4
1977,1494,47,3
1978,44,80,2
1979,364,210,4
1980,1408,156,2
1981,143,37,1
1982,874,63,4
1983,1322,249,4
1984,206,186,5
1985,282,187,1
1986,1236,26,4
1987,787,6,1
1988,28,196,1
1989,271,64,1
1990,549,37,5
1991,28,203,1
1992,218,139,3
1993,1449,22,2
1994,286,123,5
1995,910,209,2
1996,630,85,4
1997,317,63,1
1998,1114,178,3
1999,1286,140,1
2000,44,212,1
2001,211,140,3
2002,211,131,4
2003,291,1,2
2004,50,59,4
2005,790,38,3
2006,1343,74,2
2007,1402,99,1
2008,1008,44,1
2009,460,27,3
2010,732,20,5
2011,684,31,3
2012,174,230,1
2013,1239,39,2
2014,878,136,3
2015,1229,47,4
2016,308,229,3
2017,1280,210,3
2018,714,225,1
2019,556,235,4
2020,1356,95,3
2021,1457,205,1
2022,5,221,2
2023,1344,38,3
2024,303,100,4
2025,1478,204,4
2026,138,29,5
2027,876,246,3
2028,297,24,3
2029,262,47,4
2030,723,82,4
2031,869,124,4
2032,1233,204,3
2033,284,206,2
2034,785,108,5
2035,1019,138,5
2036,1009,137,5
2037,472,99,1
2038,1190,184,4
2039,1080,148,2
2040,1440,23,2
2041,741,1,2
2042,36,93,5
2043,971,246,2
2044,226,16,3
2045,740,218,2
2046,604,118,2
2047,1130,249,4
2048,497,54,2
2049,115,192,2
2050,241,247,2
2051,774,188,1
2052,1426,248,4
2053,762,14,1
2054,1358,149,1
2055,977,215,5
2056,324,8,2
2057,749,37,1
2058,502,20,1
2059,1166,213,4
2060,307,196,2
2061,963,191,2
2062,1081,179,3
2063,963,106,3
2064,910,201,1
2065,588,29,2
2066,123,226,1
2067,1238,193,2
2068,1031,42,1
2069,812,214,4
2070,1393,243,4
2071,1135,183,3
2072,1172,129,3
2073,1453,59,4
2074,322,70,1
2075,1069,97,2
2076,434,103,5
2077,115,57,4
2078,377,211,5
2079,1240,216,1
2080,1419,120,4
2081,642,168,4
2082,780,43,1
2083,761,166,4
2084,399,70,1
2085,214,20,3
2086,1236,200,3
2087,58,62,3
2088,334,139,1
2089,134,55,5
2090,23,194,3
2091,385,142,2
2092,1308,238,1
2093,493,69,1
2094,1168,145,1
2095,1155,203,4
2096,94,13,3
2097,191,242,3
2098,18,92,3
2099,816,129,2
2100,645,193,4
2101,1487,92,2
2102,1440,173,1
2103,679,105,5
2104,207,129,2
2105,49,151,4
2106,977,151,1
2107,595,42,2
2108,1398,119,1
2109,1282,24,2
2110,442,207,2
2111,1472,42,5
2112,1058,187,5
2113,1335,134,3
2114,917,202,2
2115,695,75,3
2116,1277,220,4
2117,82,229,4
2118,490,54,5
2119,1243,20,2
2120,1162,161,4
2121,200,207,1
2122,293,197,3
2123,1121,223,1
2124,1022,25,4
2125,643,44,3
2126,331,18,3
2127,1181,94,3
2128,183,19,2
2129,1456,198,4
2130,529,122,3
2131,906,167,2
2132,254,249,5
2133,1000,11,3
2134,588,103,4
2135,1270,235,2
2136,903,94,5
2137,1280,244,3
2138,766,22,4
2139,1037,116,3
2140,1398,11,5
2141,1319,15,2
2142,1434,211,5
2143,17,40,1
2144,596,97,2
2145,1168,103,1
2146,457,100,4
2147,1371,24,3
2148,955,120,5
2149,953,28,1
2150,370,188,1
2151,813,197,4
2152,409,103,3
2153,133,82,3
2154,1238,125,2
2155,1439,190,4
2156,235,72,4
2157,79,140,2
2158,963,38,2
2159,656,146,1
2160,1232,199,4
2161,128,240,3
2162,881,122,2
2163,111,55,1
2164,1401,109,3
2165,517,163,2
2166,172,37,1
2167,561,104,1
2168,611,224,4
2169,860,135,2
2170,1372,229,3
2171,377,213,1
2172,190,230,4
2173,701,247,3
2174,337,51,3
2175,859,124,4
2176,1097,177,2
2177,1427,112,3
2178,1420,147,4
2179,21,144,5
2180,407,20,5
2181,1263,38,3
2182,1361,211,3
2183,30,39,4
2184,303,128,3
2185,233,203,4
2186,539,134,1
2187,923,242,2
2188,1300,116,5
2189,200,10,2
2190,385,108,5
2191,341,154,4
2192,443,90,2
2193,392,249,5
2194,30,95,3
2195,34,78,3
2196,1029,210,1
2197,1433,128,4
2198,848,106,3
2199,722,213,5
2200,873,134,3
2201,233,238,2
2202,940,110,3
2203,363,142,5
2204,334,139,4
2205,782,73,4
2206,1299,73,5
2207,204,23,1
2208,184,167,1
2209,1263,239,4
2210,213,128,5
2211,1116,26,4
2212,1031,149,1
2213,1368,75,4
2214,434,58,4
2215,1130,98,1
2216,401,220,4
2217,255,90,4
2218,846,233,4
2219,16,241,3
2220,459,130,3
2221,549,226,3
2222,630,215,4
2223,1379,62,1
2224,850,9,1
2225,54,40,3
2226,1063,210,5
2227,651,86,2
2228,1172,111,2
2229,1139,250,4
2230,395,158,4
2231,106,206,5
2232,879,33,4
2233,1492,45,4
2234,652,133,2
2235,896,60,1
2236,1455,206,2
2237,1033,31,5
2238,803,216,3
2239,1133,41,3
2240,418,24,1
2241,53,112,1
2242,1288,198,5
2243,314,8,5
2244,1450,140,1
2245,1172,98,1
2246,268,117,3
2247,383,62,2
2248,609,50,5
2249,503,186,4
2250,534,169,1
2251,564,22,2
2252,1285,6,5
2253,212,29,4
2254,1221,32,1
2255,291,73,3
2256,370,24,1
2257,1013,217,3
2258,426,101,1
2259,1006,204,1
2260,848,19,4
2261,1282,20,2
2262,1408,108,4
2263,643,163,4
2264,330,47,3
2265,21,232,2
2266,1351,146,5
2267,65,31,3
2268,711,124,5
2269,1229,140,1
2270,325,134,3
2271,250,50,5
2272,61,138,1
2273,1061,132,2
2274,443,222,3
2275,236,231,2
2276,61,84,2
2277,451,22,2
2278,549,71,4
2279,409,245,1
2280,714,182,5
2281,1336,76,4
2282,1016,112,5
2283,820,237,2
2284,513,45,2
2285,1408,217,3
2286,805,27,5
2287,1204,80,2
2288,422,245,4
2289,888,227,4
2290,868,153,3
2291,653,160,1
2292,1244,99,4
2293,410,146,3
2294,766,230,1
2295,921,43,1
2296,1048,65,5
2297,840,76,5
2298,1322,244,5
2299,722,102,1
2300,235,47,3
2301,880,203,2
2302,733,63,1
2303,441,169,3
2304,762,38,3
2305,251,3,3
2306,1410,3,3
2307,438,120,5
2308,659,231,2
2309,1151,17,4
2310,581,155,2
2311,1080,56,1
2312,1149,72,5
2313,1375,20,5
2314,1324,108,4
2315,651,209,3
2316,406,51,1
2317,1012,128,1
2318,563,108,1
2319,255,116,2
2320,1232,84,5
2321,785,61,5
2322,44,73,1
2323,1319,201,5
2324,10,234,4
2325,583,34,4
2326,76,230,5
2327,1081,11,3
2328,1321,5,1
2329,963,25,4
2330,1482,78,3
2331,650,193,3
2332,820,21,5
2333,642,127,5
2334,97,101,3
2335,1427,117,4
2336,1313,248,1
2337,766,241,5
2338,211,8,2
2339,98,212,1
2340,285,27,3
2341,1409,186,4
2342,464,44,1
2343,392,186,3
2344,1101,2,1
2345,532,227,1
2346,227,13,3
2347,154,68,3
2348,1409,157,4
2349,553,179,2
2350,283,150,4
2351,246,33,3
2352,304,193,5
2353,847,164,4
2354,1369,32,5
2355,1081,62,5
2356,979,170,4
2357,575,83,4
2358,463,24,3
2359,607,183,1
2360,723,143,2
2361,1351,166,2
2362,1424,20,1
2363,1013,16,2
2364,27,172,2
2365,959,210,4
2366,385,125,1
2367,698,54,5
2368,1081,132,3
2369,639,182,4
2370,1343,40,5
2371,217,235,2
2372,449,235,3
2373,790,250,4
2374,1271,132,2
2375,820,49,1
2376,570,109,2
2377,1406,79,5
2378,1328,27,2
2379,945,225,1
2380,226,62,1
2381,944,48,3
2382,59,122,5
2383,928,91,3
2384,243,238,5
2385,173,91,4
2386,435,39,4
2387,1029,111,5
2388,684,14,4
2389,559,95,1
2390,101,167,4
2391,1500,238,4
2392,398,76,2
2393,825,46,5
2394,566,136,5
2395,1011,133,4
2396,224,175,1
2397,1324,64,1
2398,450,30,1
2399,74,148,3
2400,489,17,5
2401,207,71,2
2402,1271,180,4
2403,803,101,1
2404,451,188,3
2405,1015,53,2
2406,417,89,3
2407,1446,153,3
2408,7,25,2
2409,1031,233,5
2410,977,190,3
2411,1409,62,2
2412,646,175,1
2413,342,48,3
2414,933,37,1
2415,1365,122,4
2416,685,6,2
2417,541,226,1
2418,350,174,1
2419,1217,91,4
2420,1195,1,4
2421,507,121,1
2422,93,210,1
2423,1162,175,3
2424,468,135,5
2425,343,194,2
2426,193,26,3
2427,688,116,4
2428,719,140,3
2429,1359,125,3
2430,747,118,1
2431,723,78,3
2432,1061,199,5
2433,992,29,3
2434,1405,133,1
2435,303,106,2
2436,1351,37,3
2437,1020,8,2
2438,1183,190,4
2439,737,53,1
2440,397,236,4
2441,1309,28,3
2442,1284,174,5
2443,921,246,5
2444,359,68,3
2445,679,101,5
2446,855,242,3
2447,634,49,1
2448,1187,134,3
2449,1255,32,4
2450,932,146,3
2451,591,29,1
2452,1022,238,2
2453,956,175,2
2454,1072,248,3
2455,1278,143,2
2456,622,125,3
2457,133,205,3
2458,32,117,1
2459,446,73,5
2460,253,14,4
2461,627,2,4
2462,722,170,1
2463,103,65,2
2464,718,225,3
2465,1029,171,5
2466,318,245,1
2467,1461,70,2
2468,403,111,5
2469,166,75,2
2470,66,122,3
2471,510,208,4
2472,866,103,1
2473,536,236,3
2474,1223,80,2
2475,1155,112,3
2476,1185,36,2
2477,513,35,4
2478,1136,52,3
2479,625,22,3
2480,1161,238,4
2481,1118,47,4
2482,895,25,2
2483,1079,114,3
2484,1032,240,3
2485,960,91,4
2486,956,108,4
2487,945,8,5
2488,55,246,4
2489,182,194,2
2490,1260,233,3
2491,497,149,5
2492,765,33,5
2493,1113,231,5
2494,601,14,4
2495,258,104,1
2496,948,207,5
2497,943,215,1
2498,174,15,3
2499,1331,28,3
2500,1218,25,3
2501,1159,124,3
2502,125,32,5
2503,1382,131,1
2504,1437,53,5
2505,296,144,4
2506,280,58,2
2507,617,161,3
2508,1473,240,1
2509,994,160,2
2510,235,18,1
2511,314,155,1
2512,1065,25,2
2513,419,27,4
2514,51,214,5
2515,909,101,1
2516,250,77,4
2517,991,48,2
2518,1120,67,5
2519,1396,113,5
2520,253,111,2
2521,1303,6,2
2522,291,210,2
2523,350,131,5
2524,411,122,4
2525,594,75,1
2526,1206,127,3
2527,1368,71,4
2528,791,179,1
2529,951,107,4
2530,304,8,3
2531,937,31,5
2532,798,3,5
2533,621,9,5
2534,911,11,3
2535,286,120,4
2536,568,3,2
2537,733,129,5
2538,432,90,5
2539,800,132,1
2540,358,168,2
2541,721,168,5
2542,695,118,2
2543,571,201,3
2544,807,18,4
2545,772,247,4
2546,1241,169,2
2547,1180,182,5
2548,1350,135,3
2549,266,179,3
2550,1206,245,5
2551,713,150,5
2552,827,18,1
2553,61,219,2
2554,475,25,1
2555,1023,240,4
2556,663,195,2
2557,485,27,2
2558,1492,229,4
2559,861,237,1
2560,127,157,3
2561,235,10,1
2562,905,196,3
2563,1243,162,1
2564,357,83,1
2565,1431,116,4
2566,273,164,5
2567,1140,52,2
2568,518,126,4
2569,1391,74,2
2570,413,190,2
2571,889,209,5
2572,394,23,5
2573,50,162,1
2574,417,9,2
2575,11,93,4
2576,1164,140,1
2577,698,48,5
2578,1017,49,2
2579,1169,212,4
2580,1026,91,3
2581,1267,231,5
2582,283,206,1
2583,899,110,4
2584,146,146,1
2585,261,201,5
2586,611,26,1
2587,1022,60,1
2588,1232,139,3
2589,47,58,3
2590,515,100,3
2591,140,224,2
2592,590,20,5
2593,1179,62,5
2594,1252,129,3
2595,818,159,1
2596,1119,179,1
2597,1194,121,3
2598,1338,8,1
2599,693,108,3
2600,411,86,1
2601,286,53,5
2602,676,237,1
2603,483,127,1
2604,1155,232,5
2605,1440,214,1
2606,709,19,4
2607,1226,190,5
2608,166,228,5
2609,981,243,2
2610,555,186,1
2611,214,10,4
2612,1040,58,3
2613,884,123,3
2614,467,6,1
2615,54,199,2
2616,1095,156,4
2617,1397,176,1
2618,1132,124,1
2619,793,197,4
2620,1425,33,4
2621,1437,110,5
2622,283,30,4
2623,242,230,5
2624,754,91,2
2625,703,112,1
2626,488,60,1
2627,1206,3,2
2628,846,192,5
2629,1164,12,1
2630,1475,64,1
2631,157,15,2
2632,899,47,3
2633,90,81,3
2634,1234,168,2
2635,599,34,5
2636,815,123,1
2637,1345,20,1
2638,513,241,5
2639,422,127,3
2640,452,114,3
2641,752,200,5
2642,600,223,2
2643,1079,229,3
2644,654,179,5
2645,1032,27,1
2646,710,231,4
2647,1445,244,5
2648,996,72,1
2649,417,234,2
2650,1067,60,3
2651,1133,54,1
2652,763,186,2
2653,74,61,4
2654,1332,196,4
2655,234,6,4
2656,70,70,3
2657,1205,99,3
2658,174,16,3
2659,1249,99,4
2660,39,221,4
2661,788,114,1
2662,460,53,4
2663,378,169,4
2664,1091,14,3
2665,65,139,3
2666,54,233,5
2667,689,237,3
2668,1211,56,1
2669,699,186,5
2670,889,222,4
2671,1494,238,1
2672,224,142,4
2673,1478,239,3
2674,1096,119,4
2675,1173,185,5
2676,1063,67,2
2677,781,120,2
2678,271,233,1
2679,575,205,3
2680,176,64,5
2681,606,87,5
2682,809,10,5
2683,562,93,3
2684,1351,65,5
2685,26,32,3
2686,1165,170,3
2687,542,217,2
2688,909,119,1
2689,901,3,4
2690,76,248,3
2691,984,164,5
2692,447,105,1
2693,1187,241,1
2694,567,230,5
2695,1130,81,1
2696,903,47,3
2697,566,67,4
2698,261,59,2
2699,301,224,5
2700,1344,13,2
